patientId;holterMac;flexMac
jp_portaat_ylös;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp;
830.0;708.4;;;;;;;;;;;;;;1.197058;0.029358806;-0.35975218;;;;;638.3;
830.0;708.4;;;;;;;;;;;;;;;;;-95.21775;67.02247;-124.988556;;638.3;
830.0;708.4;;;;;;;;;;;;;;1.1560411;0.096926786;-0.291818;;;;;638.3;
830.0;708.4;;;;;;;;;;;;;;;;;-106.36464;68.1402;-124.988556;;647.9;
830.0;708.4;;;;;;;;;;;;;;1.1427351;0.14300974;-0.25757623;;;;;647.9;
830.0;708.4;;;;;;;;;;;;;;;;;-117.09571;73.53053;-124.782555;;647.9;
830.0;708.4;;;;;;;;;;;;;;1.1388288;0.1572924;-0.21588793;;;;;647.9;
830.0;708.4;;;;;;;;;;;;;;;;;-123.87081;81.03046;-122.24189;;657.6;
830.0;708.4;;;;;;;;;;;;;;1.1597644;0.16699728;-0.15552233;;;;;657.6;
830.0;708.4;;;;;;;;;;;;;;;;;-124.988556;85.32212;-115.75671;;657.6;
830.0;708.4;;;;;;;;;;;;;;1.1621449;0.14453566;-0.09466842;;;;;657.6;
885.0;760.0;;;;;;;;;;;;;;;;;-124.988556;85.73794;-111.2476;;667.2;
885.0;760.0;;;;;;;;;;;;;;1.155797;0.10779138;-0.054017764;;;;;667.2;
885.0;760.0;;;;;;;;;;;;;;;;;-124.938965;82.53731;-111.86178;;667.2;
885.0;760.0;;;;;;;;;;;;;;1.1511582;0.09582812;-0.037354656;;;;;667.2;
885.0;760.0;;;;;;;;;;;;;;;;;-124.488815;78.016754;-117.19871;;676.8;
885.0;760.0;;;;;;;;;;;;;;1.1491439;0.098818935;-0.015076144;;;;;676.8;
885.0;760.0;;;;;;;;;;;;;;;;;-121.65059;71.68798;-123.66482;;676.8;
885.0;760.0;;;;;;;;;;;;;;1.1587268;0.11957152;-0.0048219245;;;;;676.8;
885.0;760.0;;;;;;;;;;;;;;;;;-117.37038;65.054016;-124.988556;;686.5;
885.0;760.0;;;;;;;;;;;;;;1.1545763;0.17011017;0.0050660726;;;;;686.5;
885.0;760.0;;;;;;;;;;;;;;;;;-118.236336;59.636986;-124.988556;;686.5;
885.0;760.0;;;;;;;;;;;;;;1.1332133;0.20899075;-0.0054322947;;;;;686.5;
885.0;775.0;;;;;;;;;;;;;;;;;-116.47771;51.320686;-124.93515;;696.2;
885.0;775.0;;;;;;;;;;;;;;1.1487777;0.111087374;-0.094058044;;;;;696.2;
885.0;775.0;;;;;;;;;;;;;;;;;-111.25904;46.77343;-124.782555;;696.2;
885.0;775.0;;;;;;;;;;;;;;1.2037721;0.052735984;-0.19739372;;;;;696.2;
885.0;775.0;;;;;;;;;;;;;;;;;-111.198;62.566757;-124.988556;;705.8;
885.0;775.0;;;;;;;;;;;;;;1.2292856;0.07446516;-0.20398572;;;;;705.8;
885.0;775.0;;;;;;;;;;;;;;;;;-106.05563;79.48927;-124.988556;;705.8;
885.0;775.0;;;;;;;;;;;;;;1.1548815;0.078127384;-0.13599049;;;;;705.8;
885.0;775.0;;;;;;;;;;;;;;;;;-100.54704;83.82671;-124.988556;;715.5;
885.0;775.0;;;;;;;;;;;;;;1.0782189;0.12457655;-0.042909026;;;;;715.5;
885.0;775.0;;;;;;;;;;;;;;;;;-96.48808;75.4265;-124.988556;;715.5;
885.0;775.0;;;;;;;;;;;;;;1.0310373;0.121890925;-0.02826014;;;;;715.5;
946.0;820.5;;;;;;;;;;;;;;;;;-85.59298;62.70028;-124.988556;;725.1;
946.0;820.5;;;;;;;;;;;;;;1.0043641;0.07373272;-0.07513657;;;;;725.1;
946.0;820.5;;;;;;;;;;;;;;;;;-74.12183;54.80361;-124.988556;;725.1;
946.0;820.5;;;;;;;;;;;;;;0.99148536;0.07312235;-0.11243019;;;;;725.1;
946.0;820.5;;;;;;;;;;;;;;;;;-69.849236;53.582874;-124.988556;;734.7;
